sample,label,object,group,mapping_objs
635-0,1,"kid, stool,  cookies, water, sink, girl, shoes, stool, cookie jar, jar, dish","group1-kid-boy, group1, group1, group2, group2, group1, group1-girl-hand, group1, group1, group1, group2","['boy', 'stool', 'cookie', 'water', 'sink', 'girl', 'girl', 'stool', 'jar', 'jar', 'dish_2']"
636-0,1,"apples, he, stool, he, hands, he, stool","group1, group1, group1, group1, group1-boy-hand, group1, group1","['cookie', 'boy', 'stool', 'boy', 'boy', 'boy', 'stool']"
639-0,1,"sink, dishes, they, cookie jar, stool, girl, cookie, lady, water, she, window, lawn","group2, group2, group1-they, group1, group1, group1, group1, group2, group2, group2, group4, group4","['sink', 'dish_2', 'kids', 'jar', 'stool', 'girl', 'cookie', 'mother', 'water', 'mother', 'window', 'plant']"
640-0,1,"boy, cookie jar, mom, dishes, water, boy, girl, cookie jar","group1, group1, group2, group2, group2, group1, group1, group1","['boy', 'jar', 'mother', 'dish_2', 'water', 'boy', 'girl', 'jar']"
642-0,1,"boy, cookies, cupboard, stool, she, cookies, mother, dishes, water, sink, she, cups, dish, curtains","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group3, group3, group4","['boy', 'cookie', 'cupboard_1', 'stool', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'sink', 'mother', 'dish_3', 'dish_3', 'curtain']"
648-0,1,"girl, boy, cookie, stool, cookie, she, dishwater, sink, feet, water, path, flowers, trees, water, floor","group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group4, group2, group2","['girl', 'boy', 'cookie', 'stool', 'cookie', 'mother', 'water', 'sink', 'mother', 'water', 'path', 'plant', 'plant', 'water', 'floor']"
650-0,1,"boy, cookie jar, he, girl, him, woman, child, she, dishes, water, floor, sink, woman, window","group1, group1, group1, group1, group1, group2, group1-kid-boy, group1, group2, group2, group2, group2, group2, group4","['boy', 'jar', 'boy', 'girl', 'boy', 'mother', 'boy', 'girl', 'dish_2', 'water', 'floor', 'sink', 'mother', 'window']"
651-0,1,"cookie jar, he, stool, he, water, sink","group1, group1, group1, group1, group2, group2","['jar', 'boy', 'stool', 'boy', 'water', 'sink']"
656-0,1,"water, mother, dishes, boy, cookie jar, girl, cookies, mother, window","group2, group2, group2, group1, group1, group1, group1, group2, group4","['water', 'mother', 'dish_2', 'boy', 'jar', 'girl', 'cookie', 'mother', 'window']"
657-0,1,"she, dishes, he, cookies, he, she, she, water","group2, group2, group1, group1, group1, group1, group2, group2","['mother', 'dish_2', 'boy', 'cookie', 'boy', 'girl', 'mother', 'water']"
660-0,1,"boy, food, girl, girl, she, food","group1, group1, group1, group1, group2, group1","['boy', 'cookie', 'girl', 'girl', 'mother', 'cookie']"
663-0,1,"boy, stool, cookie, girl, lady, dish, water, floor, she, trees, lawn, window","group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group4","['boy', 'stool', 'cookie', 'girl', 'mother', 'dish_2', 'water', 'floor', 'mother', 'plant', 'plant', 'window']"
672-0,1,"water, sink, he, stool, he, stool, he, dishes, girl","group2, group2, group1, group1, group1, group1, group1, group1, group1","['water', 'sink', 'boy', 'stool', 'boy', 'stool', 'boy', 'girl']"
674-0,1,"boy, cookie, girl, hand , woman, dishes, water, sink, cups, plate, sink","group1, group1, group1, group1-girl-hand, group2, group2, group2, group2, group3, group3, group2","['boy', 'cookie', 'girl', 'girl', 'mother', 'dish_2', 'water', 'sink', 'dish_3', 'dish_3', 'sink']"
676-0,1,"boy, girl, he, stool, mother, dishes, sink, floor","group1, group1, group1, group1, group2, group2, group2, group2","['boy', 'girl', 'boy', 'stool', 'mother', 'dish_2', 'sink', 'floor']"
681-0,1,"mother, children, water","group2, group1-they, group2","['mother', 'kids', 'water']"
689-0,1,"girl, dishes, she, water, boy, stool, he, girl, him","group2, group2, group2, group2, group1, group1, group1, group1, group1","['mother', 'dish_2', 'mother', 'water', 'boy', 'stool', 'boy', 'girl', 'boy']"
690-0,1,"mother, dishes, boy, cookies, cookie jar, girl, him, stool","group2, group2, group1, group1, group1, group1, group1, group1","['mother', 'dish_2', 'boy', 'cookie', 'jar', 'girl', 'boy', 'stool']"
695-0,1,"boy, stool, stool, he, stool, lady, dishes, water, sink","group1, group1, group1, group1, group1, group2, group2, group2, group2","['boy', 'stool', 'stool', 'boy', 'stool', 'mother', 'dish_2', 'water', 'sink']"
698-0,1,"cookie jar, kid, cookies, he, water, spigot, kid, cookies, he, cupboard, dish, dishes, lady, dishes, cookie jar, boy, stool, cookies","group1, group1-kid-boy, group1, group1, group2, group2, group1-kid-boy, group1, group1, group3, group2, group2, group2, group2, group1, group1, group1, group1","['jar', 'boy', 'cookie', 'boy', 'water', 'sink', 'boy', 'cookie', 'boy', 'cupboard_3', 'dish_2', 'dish_2', 'mother', 'dish_2', 'jar', 'boy', 'stool', 'cookie']"
702-0,1,"boy, cookie jar, sister, cookies,  mother, dishes, water, walk, grass, window, stool, cupboard door","group1, group1, group1-kid-girl, group1, group2, group2, group2, group4, group4, group4, group1, group1","['boy', 'jar', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'path', 'plant', 'window', 'stool', 'cupboard_1']"
703-0,1,"child, he, stool, he, she, dishes, window, she, water, they, she, dishes, water, sink","group1-kid-boy, group1, group1, group1, group2, group2, group4, group2, group2, group1-they, group2, group2, group2, group2","['boy', 'boy', 'stool', 'boy', 'mother', 'dish_2', 'window', 'mother', 'water', 'kids', 'mother', 'dish_2', 'water', 'sink']"
704-0,1,"kid, stool, mother, water, sink, water, floor, yard, windows, girl, boy, stool","group1-kid-boy, group1, group2, group2, group2, group2, group2, group4, group4, group1, group1, group1","['boy', 'stool', 'mother', 'water', 'sink', 'water', 'floor', 'yard', 'window', 'girl', 'boy', 'stool']"
705-0,1,"cookie jar, she, boy, cookie jar, she, mother, he, stool, she, dishes","group1, group1, group1, group1, group2, group2, group1, group1, group2, group2","['jar', 'girl', 'boy', 'jar', 'mother', 'mother', 'boy', 'stool', 'mother', 'dish_2']"
707-0,1,"boy, he, cookies, sister, he, cookies, hand, girl, cookie, mother, dishes, she, sink, window, driveway, bushes, trees, grass, window, tree, roof, cookie, cookie jar","group1, group1, group1, group1-kid-girl, group1, group1, group1-boy-hand, group1, group1, group2, group2, group2, group2, group4, group4, group4, group4, group4, group4, group4, group4, group1, group1","['boy', 'boy', 'cookie', 'girl', 'boy', 'cookie', 'boy', 'girl', 'cookie', 'mother', 'dish_2', 'mother', 'sink', 'window', 'path', 'plant', 'plant', 'plant', 'window', 'plant', 'cookie', 'jar']"
711-0,1,"mother, children, children, cookie jar, she, dishes, water, she, spigot, she, garden, window, cookies, stool, mother, shoes, water, window, curtains, window,  trees, dishes, she","group2, group1-they, group1-they, group1, group2, group2, group2, group2, group2, group2, group4, group4, group1, group1, group2, group2, group2, group4, group4, group4, group4, group2, group2","['mother', 'kids', 'kids', 'jar', 'mother', 'dish_2', 'water', 'mother', 'sink', 'mother', 'yard', 'window', 'cookie', 'stool', 'mother', 'mother', 'water', 'window', 'curtain', 'window', 'plant', 'dish_2', 'mother']"
714-0,1,"kid, stool, mother, him, hands, girl, boy, he, floor","group1-kid-girl, group1, group2, group1, group1-boy-hand, group1, group1, group1, group1","['girl', 'stool', 'mother', 'boy', 'boy', 'girl', 'boy', 'boy', 'floor']"
205-1,1,"cookie jar, boy, cookie jar, boy, cookie jar, dishes, girl, boy, cookie jar, towel, stool, boy, garage, windows, garage","group1, group1, group1, group1, group1, group2, group1, group1, group1, group2, group1, group1, group4, group4, group4","['jar', 'boy', 'jar', 'boy', 'jar', 'dish_2', 'girl', 'boy', 'jar', 'towel', 'stool', 'boy', 'garage', 'window', 'garage']"
206-0,1,"mother, water, floor, sink, kids, cookies, cookie jar, stool, cupboards, girl, cookies, sister, girl, boy, cookies, cookies, cookie jar, mother , dishes, sink, water, she, floor, mop, stool, he, rear,  cookies, hand, cookie jar , floor, sink, water, floor, floor, lady, mop, floor, dishes","group2, group2, group2, group2, group1-they, group1, group1, group1, group1, group1, group1, group1-kid-girl, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1-boy-hand, group1, group1-boy-hand, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2","['mother', 'water', 'floor', 'sink', 'kids', 'cookie', 'jar', 'stool', 'cupboard_1', 'girl', 'cookie', 'girl', 'girl', 'boy', 'cookie', 'cookie', 'jar', 'mother', 'dish_2', 'sink', 'water', 'mother', 'floor', 'stool', 'boy', 'boy', 'cookie', 'boy', 'jar', 'floor', 'sink', 'water', 'floor', 'floor', 'mother', 'floor', 'dish_2']"
207-0,1,"water, pipe, water pipe, water, floor, he, jar, cookie, kids, he, girl, boy, cookie, water, she, plate, dishes, plate, plate, cup, saucer, cup, saucer, saucer, plate","group2, group2, group2, group2, group2, group1, group1, group1, group1-they, group1, group1, group1, group1, group2, group2, group2, group2, group2, group3, group3, group3, group3, group3, group3, group3","['water', 'sink', 'sink', 'water', 'floor', 'boy', 'jar', 'cookie', 'kids', 'boy', 'girl', 'boy', 'cookie', 'water', 'mother', 'dish_2', 'dish_2', 'dish_2', 'dish_3', 'dish_3', 'dish_3', 'dish_3', 'dish_3', 'dish_3', 'dish_3']"
212-0,1,"cookies, stool, girl, hand,  cookie, cookie jar, doors, cupboard , woman, dishes, curtains, trees, bushes, dish, cups, water, sink, foot, water, she, apron, she, cloth, dishes, water, cupboards, boy, girl, dress","group1, group1, group1, group1-boy-hand, group1, group1, group1, group1, group2, group2, group4, group4, group4, group2, group3, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1","['cookie', 'stool', 'girl', 'boy', 'cookie', 'jar', 'cupboard_1', 'cupboard_1', 'mother', 'dish_2', 'curtain', 'plant', 'plant', 'dish_2', 'dish_3', 'water', 'sink', 'mother', 'water', 'mother', 'mother', 'mother', 'towel', 'dish_2', 'water', 'cupboard_1', 'boy', 'girl', 'girl']"
212-1,1,"cupboard, cookies, stool, girl, she, arm, she, dishes, she, apron, water, floor, cups, dish, cupboard, curtains, tree","group1, group1, group1, group2, group2, group1-girl-hand, group2, group2, group2, group2, group2, group2, group3, group3, group1, group4, group4","['cupboard_1', 'cookie', 'stool', 'mother', 'mother', 'girl', 'mother', 'dish_2', 'mother', 'mother', 'water', 'floor', 'dish_3', 'dish_3', 'cupboard_1', 'curtain', 'plant']"
212-2,1,"girl, cookie, cookie, cupboard, cookie, jar, stool, he, door, cookie, cupboard, lady, dishes, she, dish, cloth, hand, sink, spigot, handles, floor, cups, dish, countertops, curtains, windows, panes, walk, bushes,  bushes, she, apron, shoes, girl,  shoes, boy, shoes, cabinet","group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group4, group4, group4, group4, group4, group4, group2, group2, group2, group1, group1-girl-hand, group1, group1-boy-hand, group1","['girl', 'cookie', 'cookie', 'cupboard_1', 'cookie', 'jar', 'stool', 'boy', 'cupboard_1', 'cookie', 'cupboard_1', 'mother', 'dish_2', 'mother', 'dish_2', 'towel', 'mother', 'sink', 'sink', 'cupboard_2', 'floor', 'dish_3', 'dish_3', 'cupboard_3', 'curtain', 'window', 'window', 'path', 'plant', 'plant', 'mother', 'mother', 'mother', 'girl', 'girl', 'boy', 'boy', 'cupboard_1']"
212-3,1,"boy, stool, cookie jar, cookie, lady, dishes, sink, window, curtains, walkway, windows, house, grass, cup, saucer, plate, doors, cabinet, water, floor, boy, girl, lady, dishes, she, shoe","group1, group1, group1, group1, group2, group2, group2, group4, group4, group4, group4, group4, group4, group3, group3, group2, group1, group1, group2, group2, group1, group1, group2, group2, group2, group2","['boy', 'stool', 'jar', 'cookie', 'mother', 'dish_2', 'sink', 'window', 'curtain', 'path', 'window', 'plant', 'dish_3', 'dish_3', 'dish_2', 'cupboard_1', 'cupboard_1', 'water', 'floor', 'boy', 'girl', 'mother', 'dish_2', 'mother', 'mother']"
213-1,1,"woman, girl, boy, stool, chair, girl","group2, group1, group1, group1, group1, group1","['mother', 'girl', 'boy', 'stool', 'stool', 'girl']"
213-2,1,"woman, she, ball, table, he, girl","group2, group1, group1, group1, group1, group1","['mother', 'girl', 'cookie', 'cupboard_1', 'boy', 'girl']"
213-3,1,"cookie jar, woman, girl, table leg","group1, group2, group1, group1","['jar', 'mother', 'girl', 'cupboard_1']"
216-0,1,"cookie jar, girl, food, mother, water, she, dish, kid, stool, cookie jar, water , sink, window","group1, group1, group1, group2, group2, group2, group2, group1-kid-boy, group1, group1, group2, group2, group4","['jar', 'girl', 'cookie', 'mother', 'water', 'mother', 'dish_2', 'boy', 'stool', 'jar', 'water', 'sink', 'window']"
216-1,1,"water, kid, cookie jar, stool, mother, water, floor, grass, kid, cookie jar, stool, water","group2, group1-kid-boy, group1, group1, group2, group2, group2, group4, group1-kid-boy, group1, group1, group2","['water', 'boy', 'jar', 'stool', 'mother', 'water', 'floor', 'plant', 'boy', 'jar', 'stool', 'water']"
218-0,1,"boy, dishes, girls, cookies, he, cookies, ball, her, button","group1, group2, group1, group1, group1, group1, group1, group1, group1","['boy', 'dish_2', 'girl', 'cookie', 'boy', 'cookie', 'cookie', 'girl']"
218-1,1,"his, girl","group1, group1","['boy', 'girl']"
220-0,1,"cookie jar, boy, stool, girl, hand, cookie, lady, dishes, water, floor, she, plates, water, boy, cookie jar, sister, cookie, hand, cookie jar, she, cookie, arm, hand","group1, group1, group1, group1, group1-girl-hand, group1, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1-kid-girl, group1, group1-boy-hand, group1, group2, group1, group1-boy-hand, group1-boy-hand","['jar', 'boy', 'stool', 'girl', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'floor', 'mother', 'dish_2', 'water', 'boy', 'jar', 'girl', 'cookie', 'boy', 'jar', 'mother', 'cookie', 'boy', 'boy']"
220-1,1,"mother, water,  floor, she, dishes, she, window, girl, boy, stool, he","group2, group2, group2, group2, group2, group2, group4, group1, group1, group1, group1","['mother', 'water', 'floor', 'mother', 'dish_2', 'mother', 'window', 'girl', 'boy', 'stool', 'boy']"
221-0,1,"girl, brother, cookie, cookie, him, stool, he, lid, cookie jar, mother, dishes, water, sink, floor, cups, plate, sink, board, boy, shorts, girl, skirt, mother, apron, she, window, curtains, walk,  house, window","group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group3, group3, group2, group2, group1, group1-boy-hand, group1, group1-girl-hand, group2, group2, group2, group4, group4, group4, group4, group4","['girl', 'boy', 'cookie', 'cookie', 'boy', 'stool', 'boy', 'lid', 'jar', 'mother', 'dish_2', 'water', 'sink', 'floor', 'dish_3', 'dish_3', 'sink', 'cupboard_2', 'boy', 'boy', 'girl', 'girl', 'mother', 'mother', 'mother', 'window', 'curtain', 'path', 'window']"
221-1,1,"girl,  brother, cookie, boy, cookie, cookie jar, he, stool, mother, dishes, she, spigot, water, sink, girl, finger, cookie, hand, girl, hand, he, cookie, hand","group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group1, group1-girl-hand, group1, group1-boy-hand, group1, group1-boy-hand, group1, group1, group1-boy-hand","['girl', 'boy', 'cookie', 'boy', 'cookie', 'jar', 'boy', 'stool', 'mother', 'dish_2', 'mother', 'sink', 'water', 'sink', 'girl', 'girl', 'cookie', 'boy', 'girl', 'boy', 'boy', 'cookie', 'boy']"
221-2,1,"girl, cookies, brother, mother, window, she, sink, boy, cookies, cookie jar, cookie jar, stool, floor, mother, sink, garden, tree, she, towel, hand, she, dishes","group1, group1, group1, group2, group4, group2, group2, group1, group1, group1, group1, group1, group2, group2, group2, group4, group4, group2, group2, group2, group2, group2","['girl', 'cookie', 'boy', 'mother', 'window', 'mother', 'sink', 'boy', 'cookie', 'jar', 'jar', 'stool', 'floor', 'mother', 'sink', 'yard', 'plant', 'mother', 'towel', 'mother', 'mother', 'dish_2']"
221-3,1,"boy, cookies, cookie jar, he, sister, he, stool, cookie jar, mother, dishes, she, sink, she, window, house, walk, curtains, she","group1, group1, group1, group1, group1-kid-girl, group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group4, group4, group2","['boy', 'cookie', 'jar', 'boy', 'girl', 'boy', 'stool', 'jar', 'mother', 'dish_2', 'mother', 'sink', 'mother', 'window', 'path', 'curtain', 'mother']"
222-0,1,"lady, water, cookies, girl, cookies, he, water","group2, group2, group1, group1, group1, group1, group2","['mother', 'water', 'cookie', 'girl', 'cookie', 'boy', 'water']"
222-1,1,"boy, girl, mom, jar, they","group1, group1, group2, group1, group1-they","['boy', 'girl', 'mother', 'jar', 'kids']"
223-0,1,"boy, sister, cookie, stool, legs, mother, sink, she, plate, she, foot, spigot, water, water, stool, he, stool, cookies, window","group1, group1-kid-girl, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1, group4","['boy', 'girl', 'cookie', 'stool', 'boy', 'mother', 'sink', 'mother', 'dish_2', 'mother', 'mother', 'sink', 'water', 'water', 'stool', 'boy', 'stool', 'cookie', 'window']"
223-1,1,"he, cookie, stool, sink, water, path, yard, cookie jar, cookie, stool, sink, she, water, path, roof, house","group1, group1, group1, group2, group2, group4, group4, group1, group1, group1, group2, group2, group2, group2, group4, group4","['boy', 'cookie', 'stool', 'sink', 'water', 'path', 'yard', 'jar', 'cookie', 'stool', 'sink', 'mother', 'water', 'path']"
226-0,1,"lady, dishes, lady, dishes, man, food, jar, lady, cookie jar, he,  cookie jar, he, her, he, water, spigot, water, spigot, curtain, cups, plates, closet doors","group2, group2, group2, group2, group1, group1, group1, group2, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group3, group3, group1","['mother', 'dish_2', 'mother', 'dish_2', 'boy', 'cookie', 'jar', 'mother', 'jar', 'boy', 'jar', 'boy', 'girl', 'boy', 'water', 'sink', 'water', 'sink', 'curtain', 'dish_3', 'dish_3', 'cupboard_1']"
234-0,1,"kids, cookie jar, mother, dishes, water, floor, stool, he, stool","group1-they, group1, group2, group2, group2, group2, group1, group1, group1","['kids', 'jar', 'mother', 'dish_2', 'water', 'floor', 'stool', 'boy', 'stool']"
235-0,1,"boy, cookies, cookie jar, sister, boy, stool, sister, dishes, sister, dishes, dishes, sink, water, he, cookies, sister, stool, cups, sink, water, sink, curtain, dishes, sink","group1, group1, group1, group1-kid-girl, group1, group1, group1-kid-girl, group2, group1-kid-girl, group2, group2, group2, group2, group1, group1, group1-kid-girl, group1, group3, group2, group2, group2, group4, group2, group2","['boy', 'cookie', 'jar', 'girl', 'boy', 'stool', 'girl', 'dish_2', 'girl', 'dish_2', 'dish_2', 'sink', 'water', 'boy', 'cookie', 'girl', 'stool', 'dish_3', 'sink', 'water', 'sink', 'curtain', 'dish_2', 'sink']"
235-2,1,"boy, stool , cookies, girl, cookies, him, lady,  dishes, sink, spigot, cups, curtains, window, sink, sink, cups, plate, window","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group3, group4, group4, group2, group2, group3, group3, group4","['boy', 'stool', 'cookie', 'girl', 'cookie', 'boy', 'mother', 'dish_2', 'sink', 'sink', 'dish_3', 'curtain', 'window', 'sink', 'sink', 'dish_3', 'dish_3', 'window']"
236-0,1," children , mother, dishes, boy, dish, boy, cookie, stool, cookie jar, dishes","group1-they, group2, group2, group1, group2, group1, group1, group1, group1, group2","['kids', 'mother', 'dish_2', 'boy', 'dish_2', 'boy', 'cookie', 'stool', 'jar', 'dish_2']"
237-1,1,"Johnny, cookie jar, cookies, sister, fingers, lips, cupboard, countertop, mother, back, dishes, water, sink, window, she, dress, apron, cups, countertop, water, floor, he, stepstool, he, cookie jar","group1, group1, group1, group1-kid-girl, group1-girl-hand, group1-girl-hand, group1, group1, group2, group2, group2, group2, group2, group4, group2, group2, group2, group3, group3, group2, group2, group1, group1, group1, group1","['boy', 'jar', 'cookie', 'girl', 'girl', 'girl', 'cupboard_1', 'cupboard_1', 'mother', 'mother', 'dish_2', 'water', 'sink', 'window', 'mother', 'mother', 'mother', 'dish_3', 'cupboard_3', 'water', 'floor', 'boy', 'stool', 'boy', 'jar']"
237-2,1,"stool, cookie, sister, cookie jar, girl, floor,  cookie, she, hand, she, cupboard, door,  mother, water, faucet, sink, floor,  dish, window, path, flowers, water, sink, cups, plate","group1, group1, group1-kid-girl, group1, group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group2, group2, group2, group2, group2, group2, group4, group4, group4, group2, group2, group3, group3","['stool', 'cookie', 'girl', 'jar', 'girl', 'floor', 'cookie', 'girl', 'girl', 'girl', 'cupboard_1', 'cupboard_1', 'mother', 'water', 'sink', 'sink', 'floor', 'dish_2', 'window', 'path', 'plant', 'water', 'sink', 'dish_3', 'dish_3']"
238-0,1,"cookie jar, girl, him, mother, water, grandmother, children, he, she, he, cookies, sister, mother, dishes, she, water","group1, group1, group1, group2, group2, group2, group1-they, group1, group1, group1, group1, group1-kid-girl, group2, group2, group2, group2","['jar', 'girl', 'boy', 'mother', 'water', 'mother', 'kids', 'boy', 'girl', 'boy', 'cookie', 'girl', 'mother', 'dish_2', 'mother', 'water']"
244-0,1,"stool, cookie jar, cookie, boy, hand, cookie, cookie jar, feet, stool, they, shoes, girl, hand, hand, she, skirt,  blouse, stool, boy, stool, girl, neck, boy, jar, cupboard, mother, dish, she, apron, dress, water, sink, cups, plate, cups, curtains","group1, group1, group1, group1, group1-boy-hand, group1, group1, group1-boy-hand, group1, group1-they, group1-they, group1, group1-girl-hand, group1-girl-hand, group1, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group4","['stool', 'jar', 'cookie', 'boy', 'boy', 'cookie', 'jar', 'boy', 'stool', 'kids', 'kids', 'girl', 'girl', 'girl', 'girl', 'girl', 'girl', 'stool', 'boy', 'stool', 'girl', 'girl', 'boy', 'jar', 'cupboard_1', 'mother', 'dish_2', 'mother', 'mother', 'mother', 'water', 'sink', 'dish_3', 'dish_3', 'dish_3', 'curtain']"
247-0,1,"cookie, cookie jar, dishes, boy, stool, he, water, floor, she, he, cookie jar, he, door","group1, group1, group2, group1, group1, group1, group2, group2, group2, group1, group1, group1, group1","['cookie', 'jar', 'dish_2', 'boy', 'stool', 'boy', 'water', 'floor', 'mother', 'boy', 'jar', 'boy', 'cupboard_1']"
252-0,1,"lad, cookies, cookie jar, sister, stool, him, mother, dishes, she, water, sink, she, sink, dishes","group1, group1, group1, group1-kid-girl, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2","['boy', 'cookie', 'jar', 'girl', 'stool', 'boy', 'mother', 'dish_2', 'mother', 'water', 'sink', 'mother', 'sink', 'dish_2']"
252-1,1,"girl, lad, stool, hands, cookie jar, cupboards, mother, dishes, water, sink,  cups, dishes, window, grass, bushes, window, house, roof, house, tree","group1, group1, group1, group1-boy-hand, group1, group1, group2, group2, group2, group2, group3, group3, group4, group4, group4, group4, group4, group4, group4, group4","['girl', 'boy', 'stool', 'boy', 'jar', 'cupboard_1', 'mother', 'dish_2', 'water', 'sink', 'dish_3', 'dish_3', 'window', 'plant', 'plant', 'window', 'plant']"
252-2,1,"stool, mother, sink, cookies","group1, group2, group2, group1","['stool', 'mother', 'sink', 'cookie']"
257-0,1,"boy, stool, stool, cookie jar, lady, cookies,  momma, dishes, spigot, floor, dishes, plates, cups, saucers, yard,  curtains, window, food, cups, saucer, sink, curtains, cookie","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group3, group3, group4, group4, group4, group1, group3, group3, group2, group4, group1","['boy', 'stool', 'stool', 'jar', 'girl', 'cookie', 'mother', 'dish_2', 'sink', 'floor', 'dish_2', 'dish_2', 'dish_3', 'dish_3', 'yard', 'curtain', 'window', 'cookie', 'dish_3', 'dish_3', 'sink', 'curtain', 'cookie']"
257-2,1,"cookie jar, cookie jar, boy, cookie jar, girl, jar, stool, dishes, water, she, stool, cookie jar, dishes, stool, dishes","group1, group1, group1, group1, group1, group1, group1, group2, group2, group1, group1, group1, group2, group1, group2","['jar', 'jar', 'boy', 'jar', 'girl', 'jar', 'stool', 'dish_2', 'water', 'girl', 'stool', 'jar', 'dish_2', 'stool', 'dish_2']"
260-1,1,"boy, cookie jar, stool, legs, sister, hand, cookie, mother, dish, water","group1, group1, group1, group1, group1-kid-girl, group1-girl-hand, group1, group2, group2, group2","['boy', 'jar', 'stool', 'boy', 'girl', 'girl', 'cookie', 'mother', 'dish_2', 'water']"
260-2,1,"cookie jar, stool, stool, mother, water, sink, she, plate,  she","group1, group1, group1, group2, group2, group2, group2, group2, group2","['jar', 'stool', 'stool', 'mother', 'water', 'sink', 'mother', 'dish_2', 'mother']"
264-0,1,"kid, stool, they, boy, water, sink, she, stool, woman, faucet, floor","group1-kid-boy, group1, group1-they, group1, group2, group2, group2, group1, group2, group2, group2","['boy', 'stool', 'kids', 'boy', 'water', 'sink', 'mother', 'stool', 'mother', 'sink', 'floor']"
268-0,1,"water, boy, head, counter, cookies, girl, hand, mouth, cabinet drawers, window, glass, window, house, sink, mother, boy, cabinet, kids, girl, mom, kids, cabinet doors","group2, group1, group1-boy-hand, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group4, group4, group4, group4, group2, group2, group1, group1, group1-they, group1, group2, group1-they, group1","['water', 'boy', 'boy', 'cupboard_1', 'cookie', 'girl', 'girl', 'girl', 'cupboard_1', 'window', 'window', 'window', 'sink', 'mother', 'boy', 'cupboard_1', 'kids', 'girl', 'mother', 'kids', 'cupboard_1']"
269-0,1,"sink, water,  floor, stool, cookie jar, girl, cups, plate, plate, cupboard, stool, water, she, plate, dishes, cupboard, cookies, boys","group2, group2, group2, group1, group1, group1, group3, group2, group2, group1, group1, group2, group2, group2, group2, group1, group1, group1","['sink', 'water', 'floor', 'stool', 'jar', 'girl', 'dish_3', 'dish_2', 'dish_2', 'cupboard_1', 'stool', 'water', 'mother', 'dish_2', 'dish_2', 'cupboard_1', 'cookie', 'boy']"
269-1,1,"sink, sink, they , dishes, stool, cookies, cookie jar, sister, sister, stool, she, him, water, cookies, cookie jar","group2, group2, group1-they, group2, group1, group1, group1, group1-kid-girl, group1-kid-girl, group1, group1, group1, group2, group1, group1","['sink', 'sink', 'kids', 'dish_2', 'stool', 'cookie', 'jar', 'girl', 'girl', 'stool', 'girl', 'boy', 'water', 'cookie', 'jar']"
270-0,1," boy, stool, cookies, cookie jar, sister, cookies, mother, dishes, water, sink, floor, stool, cookie jar, cupboard, girl, boy, shoes, stool","group1, group1, group1, group1, group1-kid-girl, group1, group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-they, group1","['boy', 'stool', 'cookie', 'jar', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'sink', 'floor', 'stool', 'jar', 'cupboard_1', 'girl', 'boy', 'kids', 'stool']"
270-1,1,"boy, cookie, cookie jar, stool, he, girl, hand,  cookies, mother, dishes, water, floor, girl, cookie","group1, group1, group1, group1, group1, group1, group1-girl-hand, group1, group2, group2, group2, group2, group1, group1","['boy', 'cookie', 'jar', 'stool', 'boy', 'girl', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'floor', 'girl', 'cookie']"
270-2,1,"woman, dish, window, cookie,  cookie jar, stool,  he, girl, mother, sink, dishes, she, water, sink","group2, group2, group4, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2","['mother', 'dish_2', 'window', 'cookie', 'jar', 'stool', 'boy', 'girl', 'mother', 'sink', 'dish_2', 'mother', 'water', 'sink']"
271-2,1,"cookie jar, stool, mother, dishes, sink, flood","group1, group1, group2, group2, group2, group2","['jar', 'stool', 'mother', 'dish_2', 'sink', 'water']"
